rawName,canonicalName,confidenceScore,algorithm,timestamp
Etched,Etched,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.022912Z
Cognition AI,Cognition AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.022954Z
Harvey AI,Harvey AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.022990Z
Synthesia,Synthesia,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023003Z
ElevenLabs,ElevenLabs,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023013Z
OpenAI,OpenAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023023Z
Anthropic,Anthropic,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023034Z
Cohere,Cohere,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023047Z
Mistral AI,Mistral AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023057Z
Stability AI,Stability AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023069Z
Hugging Face,Hugging Face,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023080Z
Midjourney,Midjourney,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023100Z
Runway,Runway,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023111Z
Scale AI,Scale AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023129Z
Perplexity AI,Perplexity AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023140Z
Glean,Glean,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023151Z
Adept AI,Adept AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023163Z
Character.ai,Character.ai,0.75,Normalized Capitalization,2026-08-16T15:06:54.023193Z
Together AI,Together AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023205Z
Anyscale,Anyscale,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023215Z
Inflection AI,Inflection AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023233Z
Pinecone,Pinecone,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023248Z
Weaviate,Weaviate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023269Z
Qdrant,Qdrant,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023304Z
Chroma,Chroma,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023329Z
LangChain,LangChain,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023340Z
LlamaIndex,LlamaIndex,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023351Z
Weights & Biases,Weights & Biases,0.75,Normalized Capitalization,2026-08-16T15:06:54.023378Z
Replicate,Replicate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023389Z
EleutherAI,EleutherAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023399Z
Groq,Groq,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023410Z
SambaNova,SambaNova,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023421Z
Cerebras Systems,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.023445Z
Etched,Etched,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023457Z
Cognition AI,Cognition AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023474Z
Harvey AI,Harvey AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023487Z
Synthesia,Synthesia,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023497Z
ElevenLabs,ElevenLabs,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023508Z
OpenAI,OpenAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023518Z
Anthropic,Anthropic,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023528Z
Cohere,Cohere,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023538Z
Mistral AI,Mistral AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023550Z
Stability AI,Stability AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023561Z
Hugging Face,Hugging Face,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023572Z
Midjourney,Midjourney,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023592Z
Runway,Runway,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023607Z
Scale AI,Scale AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023618Z
Perplexity AI,Perplexity AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023629Z
Glean,Glean,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023639Z
Adept AI,Adept AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023654Z
Character.ai,Character.ai,0.75,Normalized Capitalization,2026-08-16T15:06:54.023672Z
Together AI,Together AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023683Z
Anyscale,Anyscale,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023694Z
Inflection AI,Inflection AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023706Z
Pinecone,Pinecone,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023717Z
Weaviate,Weaviate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023732Z
Qdrant,Qdrant,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023742Z
Chroma,Chroma,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023752Z
LangChain,LangChain,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023762Z
LlamaIndex,LlamaIndex,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023772Z
Weights & Biases,Weights & Biases,0.75,Normalized Capitalization,2026-08-16T15:06:54.023793Z
Replicate,Replicate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023807Z
EleutherAI,EleutherAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023817Z
Groq,Groq,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023827Z
SambaNova,SambaNova,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023841Z
Cerebras Systems,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.023857Z
Etched,Etched,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023870Z
Cognition AI,Cognition AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023882Z
Harvey AI,Harvey AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023893Z
Synthesia,Synthesia,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023903Z
ElevenLabs,ElevenLabs,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023914Z
OpenAI,OpenAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023923Z
Anthropic,Anthropic,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023934Z
Cohere,Cohere,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023944Z
Mistral AI,Mistral AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023957Z
Stability AI,Stability AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023975Z
Hugging Face,Hugging Face,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.023992Z
Midjourney,Midjourney,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024013Z
Runway,Runway,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024027Z
Scale AI,Scale AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024047Z
Perplexity AI,Perplexity AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024063Z
Glean,Glean,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024078Z
Adept AI,Adept AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024089Z
Character.ai,Character.ai,0.75,Normalized Capitalization,2026-08-16T15:06:54.024108Z
Together AI,Together AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024120Z
Anyscale,Anyscale,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024131Z
Inflection AI,Inflection AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024142Z
Pinecone,Pinecone,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024157Z
Weaviate,Weaviate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024167Z
Qdrant,Qdrant,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024177Z
Chroma,Chroma,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024187Z
LangChain,LangChain,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024198Z
LlamaIndex,LlamaIndex,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024212Z
Weights & Biases,Weights & Biases,0.75,Normalized Capitalization,2026-08-16T15:06:54.024243Z
Replicate,Replicate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024260Z
EleutherAI,EleutherAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024282Z
Groq,Groq,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024304Z
SambaNova,SambaNova,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024319Z
Cerebras Systems,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.024346Z
Etched,Etched,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024363Z
Cognition AI,Cognition AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024381Z
Harvey AI,Harvey AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024397Z
Synthesia,Synthesia,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024414Z
ElevenLabs,ElevenLabs,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024431Z
OpenAI,OpenAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024446Z
Anthropic,Anthropic,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024461Z
Cohere,Cohere,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024476Z
Mistral AI,Mistral AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024497Z
Stability AI,Stability AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024528Z
Hugging Face,Hugging Face,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024544Z
Midjourney,Midjourney,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024567Z
Runway,Runway,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024613Z
Scale AI,Scale AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024634Z
Perplexity AI,Perplexity AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024650Z
Glean,Glean,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024665Z
Adept AI,Adept AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024682Z
Character.ai,Character.ai,0.75,Normalized Capitalization,2026-08-16T15:06:54.024715Z
Together AI,Together AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024731Z
Anyscale,Anyscale,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024748Z
Inflection AI,Inflection AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024773Z
Pinecone,Pinecone,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024789Z
Weaviate,Weaviate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024805Z
Qdrant,Qdrant,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024823Z
Chroma,Chroma,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024911Z
LangChain,LangChain,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024934Z
LlamaIndex,LlamaIndex,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.024953Z
Weights & Biases,Weights & Biases,0.75,Normalized Capitalization,2026-08-16T15:06:54.025004Z
Replicate,Replicate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025022Z
EleutherAI,EleutherAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025040Z
Groq,Groq,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025064Z
SambaNova,SambaNova,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025080Z
Cerebras Systems,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.025102Z
Etched,Etched,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025128Z
Cognition AI,Cognition AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025148Z
Harvey AI,Harvey AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025166Z
Synthesia,Synthesia,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025181Z
ElevenLabs,ElevenLabs,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025199Z
OpenAI,OpenAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025215Z
Anthropic,Anthropic,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025231Z
Cohere,Cohere,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025254Z
Mistral AI,Mistral AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025285Z
Stability AI,Stability AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025400Z
Hugging Face,Hugging Face,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025456Z
Midjourney,Midjourney,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025483Z
Runway,Runway,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025504Z
Scale AI,Scale AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025527Z
Perplexity AI,Perplexity AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025549Z
Glean,Glean,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025571Z
Adept AI,Adept AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025592Z
Character.ai,Character.ai,0.75,Normalized Capitalization,2026-08-16T15:06:54.025635Z
Together AI,Together AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025720Z
Anyscale,Anyscale,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025807Z
Inflection AI,Inflection AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025845Z
Pinecone,Pinecone,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025874Z
Weaviate,Weaviate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025903Z
Qdrant,Qdrant,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025932Z
Chroma,Chroma,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.025965Z
LangChain,LangChain,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026021Z
LlamaIndex,LlamaIndex,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026084Z
Weights & Biases,Weights & Biases,0.75,Normalized Capitalization,2026-08-16T15:06:54.026165Z
Replicate,Replicate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026206Z
EleutherAI,EleutherAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026255Z
Groq,Groq,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026295Z
SambaNova,SambaNova,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026328Z
Cerebras Systems,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.026368Z
Etched,Etched,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026405Z
Cognition AI,Cognition AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026439Z
Harvey AI,Harvey AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026473Z
Synthesia,Synthesia,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026510Z
ElevenLabs,ElevenLabs,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026540Z
OpenAI,OpenAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026567Z
Anthropic,Anthropic,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026592Z
Cohere,Cohere,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026621Z
Mistral AI,Mistral AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026654Z
Stability AI,Stability AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026681Z
Hugging Face,Hugging Face,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026720Z
Midjourney,Midjourney,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026742Z
Runway,Runway,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026767Z
Scale AI,Scale AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026788Z
Perplexity AI,Perplexity AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026811Z
Glean,Glean,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026833Z
Adept AI,Adept AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026856Z
Character.ai,Character.ai,0.75,Normalized Capitalization,2026-08-16T15:06:54.026902Z
Together AI,Together AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026925Z
Anyscale,Anyscale,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026945Z
Inflection AI,Inflection AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026967Z
Pinecone,Pinecone,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.026986Z
Weaviate,Weaviate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027006Z
Qdrant,Qdrant,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027033Z
Chroma,Chroma,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027053Z
LangChain,LangChain,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027073Z
LlamaIndex,LlamaIndex,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027093Z
Weights & Biases,Weights & Biases,0.75,Normalized Capitalization,2026-08-16T15:06:54.027135Z
Replicate,Replicate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027161Z
EleutherAI,EleutherAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027181Z
Groq,Groq,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027201Z
SambaNova,SambaNova,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027221Z
Cerebras Systems,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.027249Z
Etched,Etched,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027269Z
Cognition AI,Cognition AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027292Z
Harvey AI,Harvey AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027313Z
Synthesia,Synthesia,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027334Z
ElevenLabs,ElevenLabs,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027354Z
OpenAI,OpenAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027380Z
Anthropic,Anthropic,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027406Z
Cohere,Cohere,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027461Z
Mistral AI,Mistral AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027488Z
Stability AI,Stability AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027510Z
Hugging Face,Hugging Face,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027538Z
Midjourney,Midjourney,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027558Z
Runway,Runway,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027577Z
Scale AI,Scale AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027598Z
Perplexity AI,Perplexity AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027682Z
Glean,Glean,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027702Z
Adept AI,Adept AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027722Z
Character.ai,Character.ai,0.75,Normalized Capitalization,2026-08-16T15:06:54.027747Z
Together AI,Together AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027759Z
Anyscale,Anyscale,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027770Z
Inflection AI,Inflection AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027782Z
Pinecone,Pinecone,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027795Z
Weaviate,Weaviate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027805Z
Qdrant,Qdrant,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027814Z
Chroma,Chroma,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027825Z
LangChain,LangChain,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027837Z
LlamaIndex,LlamaIndex,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027849Z
Weights & Biases,Weights & Biases,0.75,Normalized Capitalization,2026-08-16T15:06:54.027874Z
Replicate,Replicate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027890Z
EleutherAI,EleutherAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027908Z
Groq,Groq,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027930Z
SambaNova,SambaNova,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027948Z
Cerebras Systems,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.027980Z
Etched,Etched,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.027995Z
Cognition AI,Cognition AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028007Z
Harvey AI,Harvey AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028018Z
Synthesia,Synthesia,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028032Z
ElevenLabs,ElevenLabs,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028044Z
OpenAI,OpenAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028055Z
Anthropic,Anthropic,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028065Z
Cohere,Cohere,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028076Z
Mistral AI,Mistral AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028087Z
Stability AI,Stability AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028098Z
Hugging Face,Hugging Face,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028112Z
Midjourney,Midjourney,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028123Z
Runway,Runway,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028133Z
Scale AI,Scale AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028144Z
Perplexity AI,Perplexity AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028155Z
Glean,Glean,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028167Z
Adept AI,Adept AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028177Z
Character.ai,Character.ai,0.75,Normalized Capitalization,2026-08-16T15:06:54.028196Z
Together AI,Together AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028288Z
Anyscale,Anyscale,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028372Z
Inflection AI,Inflection AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028425Z
Pinecone,Pinecone,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028457Z
Weaviate,Weaviate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028470Z
Qdrant,Qdrant,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028481Z
Chroma,Chroma,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028492Z
LangChain,LangChain,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028505Z
LlamaIndex,LlamaIndex,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028516Z
Weights & Biases,Weights & Biases,0.75,Normalized Capitalization,2026-08-16T15:06:54.028616Z
Replicate,Replicate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028648Z
EleutherAI,EleutherAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028662Z
Groq,Groq,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028672Z
SambaNova,SambaNova,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028683Z
Cerebras Systems,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.028700Z
Etched,Etched,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028716Z
Cognition AI,Cognition AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028727Z
Harvey AI,Harvey AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028739Z
Synthesia,Synthesia,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028751Z
ElevenLabs,ElevenLabs,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028762Z
OpenAI,OpenAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028772Z
Anthropic,Anthropic,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028783Z
Cohere,Cohere,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028793Z
Mistral AI,Mistral AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028804Z
Stability AI,Stability AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028815Z
Hugging Face,Hugging Face,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028828Z
Midjourney,Midjourney,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028839Z
Runway,Runway,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028849Z
Scale AI,Scale AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028862Z
Perplexity AI,Perplexity AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028876Z
Glean,Glean,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028886Z
Adept AI,Adept AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028898Z
Character.ai,Character.ai,0.75,Normalized Capitalization,2026-08-16T15:06:54.028918Z
Together AI,Together AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028929Z
Anyscale,Anyscale,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028940Z
Inflection AI,Inflection AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.028952Z
Pinecone,Pinecone,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.029025Z
Weaviate,Weaviate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.029043Z
Qdrant,Qdrant,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.029055Z
Chroma,Chroma,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.029069Z
LangChain,LangChain,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.029079Z
LlamaIndex,LlamaIndex,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.029090Z
Weights & Biases,Weights & Biases,0.75,Normalized Capitalization,2026-08-16T15:06:54.029115Z
Replicate,Replicate,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.029127Z
EleutherAI,EleutherAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.029138Z
Groq,Groq,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.029149Z
SambaNova,SambaNova,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.029163Z
Cerebras Systems,Cerebras Systems,0.88,Fuzzy Token Match,2026-08-16T15:06:54.029180Z
Etched,Etched,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.029191Z
Cognition AI,Cognition AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.029202Z
Harvey AI,Harvey AI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.029215Z
Synthesia,Synthesia,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.029226Z
ElevenLabs,ElevenLabs,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.029237Z
OpenAI,OpenAI,1.0,Deterministic Seed Exact,2026-08-16T15:06:54.029247Z
