schemaVersion,recordType,source.name,source.url,content.productName,content.startupName,content.pricingModel,collectedAt
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://openai.com/products/331,ChatGPT v12.0,OpenAI,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://anthropic.com/products/332,Constitutional AI v12.0,Anthropic,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://cohere.com/products/333,Command R+ v12.0,Cohere,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://mistral.ai/products/334,Le Chat v12.0,Mistral AI,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://stability.ai/products/335,Stable Video Diffusion v12.0,Stability AI,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://huggingface.co/products/336,Hugging Face Hub v12.0,Hugging Face,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://midjourney.com/products/337,Midjourney v6 v12.0,Midjourney,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://runwayml.com/products/338,Gen-2 v12.0,Runway,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://scale.com/products/339,Scale GenAI Platform v12.0,Scale AI,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://perplexity.ai/products/340,Perplexity Pro v12.0,Perplexity AI,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://glean.com/products/341,Glean Assistant v12.0,Glean,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://adept.ai/products/342,Adept Workstation v12.0,Adept AI,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://character.ai/products/343,Character c.ai v12.0,Character.ai,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://together.ai/products/344,Together Fine-Tuning v12.0,Together AI,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://anyscale.com/products/345,Anyscale Ray Platform v12.0,Anyscale,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://inflection.ai/products/346,Inflection Engine v12.0,Inflection AI,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://pinecone.io/products/347,Pinecone Serverless v12.0,Pinecone,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://weaviate.io/products/348,Hybrid Search Engine v12.0,Weaviate,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://qdrant.tech/products/349,Qdrant Managed Cloud v12.0,Qdrant,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://trychroma.com/products/350,Chroma Cloud v12.0,Chroma,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://langchain.com/products/351,LangSmith Platform v12.0,LangChain,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://llamaindex.ai/products/352,LlamaCloud v12.0,LlamaIndex,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://wandb.ai/products/353,W&B Prompts v12.0,Weights & Biases,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://replicate.com/products/354,Replicate Model Registry v12.0,Replicate,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://eleuther.ai/products/355,GPT-NeoX v12.0,EleutherAI,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://groq.com/products/356,GroqCloud API v12.0,Groq,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://sambanova.ai/products/357,SambaNova SN40L Chip v12.0,SambaNova,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://cerebras.ai/products/358,Wafer-Scale Engine 3 v12.0,Cerebras Systems,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://etched.com/products/359,Sohu Transformer ASIC v12.0,Etched,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://cognition-labs.com/products/360,Devin Enterprise v13.0,Cognition AI,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://harvey.ai/products/361,Harvey Legal AI v13.0,Harvey AI,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://synthesia.io/products/362,AI Avatars v4 v13.0,Synthesia,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://elevenlabs.io/products/363,Conversational AI v13.0,ElevenLabs,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://openai.com/products/364,Whisper v13.0,OpenAI,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://anthropic.com/products/365,Claude 3.5 Sonnet v13.0,Anthropic,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://cohere.com/products/366,Embed v3 v13.0,Cohere,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://mistral.ai/products/367,Codestral v13.0,Mistral AI,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://stability.ai/products/368,Stable LM v13.0,Stability AI,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://huggingface.co/products/369,Datasets v13.0,Hugging Face,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://midjourney.com/products/370,Midjourney v6 v13.0,Midjourney,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://runwayml.com/products/371,Motion Brush v13.0,Runway,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://scale.com/products/372,Scale GenAI Platform v13.0,Scale AI,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://perplexity.ai/products/373,Perplexity Pro v13.0,Perplexity AI,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://glean.com/products/374,Glean Assistant v13.0,Glean,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://adept.ai/products/375,ACT-1 Agent v13.0,Adept AI,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://character.ai/products/376,Character c.ai v13.0,Character.ai,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://together.ai/products/377,Together Fine-Tuning v13.0,Together AI,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://anyscale.com/products/378,Anyscale Endpoints v13.0,Anyscale,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://inflection.ai/products/379,Pi 2.0 Assistant v13.0,Inflection AI,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://pinecone.io/products/380,Vector Database Engine v13.0,Pinecone,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://weaviate.io/products/381,Weaviate Cloud v13.0,Weaviate,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://qdrant.tech/products/382,Vector Search API v13.0,Qdrant,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://trychroma.com/products/383,Chroma DB Open Source v13.0,Chroma,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://langchain.com/products/384,LangSmith Platform v13.0,LangChain,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://llamaindex.ai/products/385,LlamaCloud v13.0,LlamaIndex,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://wandb.ai/products/386,W&B Prompts v13.0,Weights & Biases,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://replicate.com/products/387,Replicate Cloud Inference v13.0,Replicate,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://eleuther.ai/products/388,GPT-NeoX v13.0,EleutherAI,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://groq.com/products/389,GroqLPU Inference Engine v13.0,Groq,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://sambanova.ai/products/390,Samba-1 Suite v14.0,SambaNova,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://cerebras.ai/products/391,Cerebras CS-3 v14.0,Cerebras Systems,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://etched.com/products/392,Etched SDK v14.0,Etched,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://cognition-labs.com/products/393,Devin AI Software Engineer v14.0,Cognition AI,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://harvey.ai/products/394,Harvey Vault v14.0,Harvey AI,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://synthesia.io/products/395,Synthesia Video Studio v14.0,Synthesia,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://elevenlabs.io/products/396,Conversational AI v14.0,ElevenLabs,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://openai.com/products/397,ChatGPT v14.0,OpenAI,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://anthropic.com/products/398,Claude 3 Opus v14.0,Anthropic,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://cohere.com/products/399,Rerank v14.0,Cohere,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://mistral.ai/products/400,Mistral NeMo v14.0,Mistral AI,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://stability.ai/products/401,Stable Diffusion 3 v14.0,Stability AI,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://huggingface.co/products/402,Transformers v14.0,Hugging Face,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://midjourney.com/products/403,Midjourney v6 v14.0,Midjourney,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://runwayml.com/products/404,Frame Interpolation v14.0,Runway,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://scale.com/products/405,Scale GenAI Platform v14.0,Scale AI,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://perplexity.ai/products/406,Perplexity Pro v14.0,Perplexity AI,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://glean.com/products/407,Glean Assistant v14.0,Glean,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://adept.ai/products/408,Adept Workstation v14.0,Adept AI,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://character.ai/products/409,Character c.ai v14.0,Character.ai,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://together.ai/products/410,Together Fine-Tuning v14.0,Together AI,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://anyscale.com/products/411,Anyscale Ray Platform v14.0,Anyscale,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://inflection.ai/products/412,Inflection Engine v14.0,Inflection AI,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://pinecone.io/products/413,Pinecone Serverless v14.0,Pinecone,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://weaviate.io/products/414,Hybrid Search Engine v14.0,Weaviate,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://qdrant.tech/products/415,Qdrant Managed Cloud v14.0,Qdrant,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://trychroma.com/products/416,Chroma Cloud v14.0,Chroma,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://langchain.com/products/417,LangSmith Platform v14.0,LangChain,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://llamaindex.ai/products/418,LlamaCloud v14.0,LlamaIndex,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://wandb.ai/products/419,W&B Prompts v14.0,Weights & Biases,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://replicate.com/products/420,Replicate Model Registry v15.0,Replicate,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://eleuther.ai/products/421,GPT-NeoX v15.0,EleutherAI,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://groq.com/products/422,GroqCloud API v15.0,Groq,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://sambanova.ai/products/423,SambaNova SN40L Chip v15.0,SambaNova,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://cerebras.ai/products/424,Wafer-Scale Engine 3 v15.0,Cerebras Systems,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://etched.com/products/425,Sohu Transformer ASIC v15.0,Etched,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://cognition-labs.com/products/426,Devin Enterprise v15.0,Cognition AI,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://harvey.ai/products/427,Harvey Legal AI v15.0,Harvey AI,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://synthesia.io/products/428,AI Avatars v4 v15.0,Synthesia,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://elevenlabs.io/products/429,Conversational AI v15.0,ElevenLabs,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://openai.com/products/430,Whisper v15.0,OpenAI,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://anthropic.com/products/431,Claude Enterprise v15.0,Anthropic,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://cohere.com/products/432,Cohere Toolkit v15.0,Cohere,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://mistral.ai/products/433,Pixtral v15.0,Mistral AI,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://stability.ai/products/434,Stable Audio 2 v15.0,Stability AI,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://huggingface.co/products/435,AutoTrain v15.0,Hugging Face,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://midjourney.com/products/436,Midjourney v6 v15.0,Midjourney,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://runwayml.com/products/437,Gen-3 Alpha v15.0,Runway,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://scale.com/products/438,Scale GenAI Platform v15.0,Scale AI,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://perplexity.ai/products/439,Perplexity Pro v15.0,Perplexity AI,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://glean.com/products/440,Glean Assistant v15.0,Glean,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://adept.ai/products/441,ACT-1 Agent v15.0,Adept AI,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://character.ai/products/442,Character c.ai v15.0,Character.ai,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://together.ai/products/443,Together Fine-Tuning v15.0,Together AI,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://anyscale.com/products/444,Anyscale Endpoints v15.0,Anyscale,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://inflection.ai/products/445,Pi 2.0 Assistant v15.0,Inflection AI,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://pinecone.io/products/446,Vector Database Engine v15.0,Pinecone,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://weaviate.io/products/447,Weaviate Cloud v15.0,Weaviate,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://qdrant.tech/products/448,Vector Search API v15.0,Qdrant,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://trychroma.com/products/449,Chroma DB Open Source v15.0,Chroma,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://langchain.com/products/450,LangSmith Platform v16.0,LangChain,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://llamaindex.ai/products/451,LlamaCloud v16.0,LlamaIndex,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://wandb.ai/products/452,W&B Prompts v16.0,Weights & Biases,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://replicate.com/products/453,Replicate Cloud Inference v16.0,Replicate,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://eleuther.ai/products/454,GPT-NeoX v16.0,EleutherAI,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://groq.com/products/455,GroqLPU Inference Engine v16.0,Groq,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://sambanova.ai/products/456,Samba-1 Suite v16.0,SambaNova,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://cerebras.ai/products/457,Cerebras CS-3 v16.0,Cerebras Systems,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://etched.com/products/458,Etched SDK v16.0,Etched,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://cognition-labs.com/products/459,Devin AI Software Engineer v16.0,Cognition AI,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://harvey.ai/products/460,Harvey Vault v16.0,Harvey AI,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://synthesia.io/products/461,Synthesia Video Studio v16.0,Synthesia,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://elevenlabs.io/products/462,Conversational AI v16.0,ElevenLabs,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://openai.com/products/463,ChatGPT v16.0,OpenAI,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://anthropic.com/products/464,Constitutional AI v16.0,Anthropic,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://cohere.com/products/465,Command R+ v16.0,Cohere,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://mistral.ai/products/466,Mistral Large 2 v16.0,Mistral AI,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://stability.ai/products/467,Stable Video Diffusion v16.0,Stability AI,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://huggingface.co/products/468,Diffusers v16.0,Hugging Face,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://midjourney.com/products/469,Midjourney v6 v16.0,Midjourney,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://runwayml.com/products/470,Gen-2 v16.0,Runway,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://scale.com/products/471,Scale GenAI Platform v16.0,Scale AI,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://perplexity.ai/products/472,Perplexity Pro v16.0,Perplexity AI,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://glean.com/products/473,Glean Assistant v16.0,Glean,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://adept.ai/products/474,Adept Workstation v16.0,Adept AI,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://character.ai/products/475,Character c.ai v16.0,Character.ai,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://together.ai/products/476,Together Fine-Tuning v16.0,Together AI,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://anyscale.com/products/477,Anyscale Ray Platform v16.0,Anyscale,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://inflection.ai/products/478,Inflection Engine v16.0,Inflection AI,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://pinecone.io/products/479,Pinecone Serverless v16.0,Pinecone,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://weaviate.io/products/480,Hybrid Search Engine v17.0,Weaviate,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://qdrant.tech/products/481,Qdrant Managed Cloud v17.0,Qdrant,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://trychroma.com/products/482,Chroma Cloud v17.0,Chroma,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://langchain.com/products/483,LangSmith Platform v17.0,LangChain,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://llamaindex.ai/products/484,LlamaCloud v17.0,LlamaIndex,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://wandb.ai/products/485,W&B Prompts v17.0,Weights & Biases,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://replicate.com/products/486,Replicate Model Registry v17.0,Replicate,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://eleuther.ai/products/487,GPT-NeoX v17.0,EleutherAI,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://groq.com/products/488,GroqCloud API v17.0,Groq,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://sambanova.ai/products/489,SambaNova SN40L Chip v17.0,SambaNova,FREEMIUM,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://cerebras.ai/products/490,Wafer-Scale Engine 3 v17.0,Cerebras Systems,PAID,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://etched.com/products/491,Sohu Transformer ASIC v17.0,Etched,ENTERPRISE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://cognition-labs.com/products/492,Devin Enterprise v17.0,Cognition AI,FREE,2026-08-16T15:06:53.999699+00:00
1.0,PRODUCT,ProductHunt / AI Tools Registry,https://harvey.ai/products/493,Harvey Legal AI v17.0,Harvey AI,FREEMIUM,2026-08-16T15:06:53.999699+00:00
